nop;masukkan_nomor_npwp_badan_usaha;masukkan_alamat_npwp_anda;x;y
;013362389054000;Gedung Alfa Tower lantai 12, Jalan Jalur Sutera Barat kav. 9, Alam  Sutera Panunggangan Timur Pinang, Kota Tangerang Barat;106,88303;-6,33937
;013362389054000;Gedung Alfa Tower lantai 12, Jalan Jalur Sutera Barat kav. 9, Alam  Sutera Panunggangan Timur Pinang, Kota Tangerang Barat;106,88475;-6,32879
;013362389054000;Gedung Alfa Tower lantai 12, Jalan Jalur Sutera Barat kav. 9, Alam  Sutera Panunggangan Timur Pinang, Kota Tangerang Barat;106,8675821;-6,314870627
;013362389054000;Gedung Alfa Tower lantai 12, Jalan Jalur Sutera Barat kav. 9, Alam  Sutera Panunggangan Timur Pinang, Kota Tangerang Barat;106,86711;-6,31679
;013362389054000;Gedung Alfa Tower lantai 12, Jalan Jalur Sutera Barat kav. 9, Alam  Sutera Panunggangan Timur Pinang, Kota Tangerang Barat;106,86711;-6,31679
;013362389054000;Gedung Alfa Tower lantai 12, Jalan Jalur Sutera Barat kav. 9, Alam  Sutera Panunggangan Timur Pinang, Kota Tangerang Barat;106,86711;-6,31679
;013362389054000;Gedung Alfa Tower lantai 12, Jalan Jalur Sutera Barat kav. 9, Alam  Sutera Panunggangan Timur Pinang, Kota Tangerang Barat;106,854086;-6,274742872
;013362389054000;Gedung Alfa Tower lantai 12, Jalan Jalur Sutera Barat kav. 9, Alam  Sutera Panunggangan Timur Pinang, Kota Tangerang Barat;106,85385;-6,27566
;013362389054000;Gedung Alfa Tower lantai 12, Jalan Jalur Sutera Barat kav. 9, Alam  Sutera Panunggangan Timur Pinang, Kota Tangerang Barat;106,86071;-6,27672
;013362389054000;PT. Sumber Alfaria Trijaya T.bk;106,8733858;-6,291466609
;;;106,82117;-6,19947
;;;106,820133;-6,293341475
;;;106,8302336;-6,2275584
;;;106,845599;-6,2087634
;;;106,845599;-6,2087634
;;;106,845599;-6,2087634
31.75.040.004.014.0320.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang;106,9386872;-6,102431212
31.75.040.004.017.0089.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang;106,9393543;-6,107200009
31.75.040.004.005.0035.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang;106,9300624;-6,105916249
31.75.040.005.003.0126.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang;106,92572;-6,11224
31.72.060.004.008.0098.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang;106,9677881;-6,188312692
31.72.060.003.037.0693.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang;106,9552122;-6,206944745
;01.337.994.6-092.000;JL.ANCOL 1/9-10,ANCOL,PADEMANGAN, JAKARTA UTARA;106,8059212;-6,19145543
31.72.060.003.019.0194.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang;106,9581;-6,21114
31.72.060.005.026.0096.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang;106,958971;-6,1848172
31.72.060.003.024.0145.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang;106,9614236;-6,198726049
31.72.060.003.030.0118.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang;106,9623563;-6,19740196
31.72.060.005.013.0031.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang;106,9525557;-6,179924324
31.72.060 003.024.0007.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang;106,9614032;-6,198677535
;01.337.994.6-092.000;JL. ANCOL 1/9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,8151085;-6,144483843
31.72.060.000.400.9;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang;106,9697019;-6,181095247
31.72.060.004.007.0654.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang;106,9571784;-6,19462982
31.72.060.005.024.0025.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang;106,9524995;-6,183718544
31.75.040.004 002.0008.0;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang;106,9307158;-6,102181038
317503000700300470;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,6647552;-6,2332928
317503100202002590;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9021658;-6,165371798
;;;106,7332581;-6,13914567
317201200601800010;013362389054000;GEDUNG ALFA TOWER lantai 12 Jalan Jalur Sutera Barat KAV 9 Alam Sutera Penunggangan Timur Pinang Kota Tangerang;106,9062386;-6,322957271
;013362389054000;gedung alfa tower lantai 12 jalan jalur sutera barat kav. 9 alam sutera panunggangan timur pinang kota tangerang banten;106,8631854;-6,20346825
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,8165862;-6,142360187
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,7476137;-6,112546822
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,816055;-6,149360616
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,8151937;-6,15874696
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,8206249;-6,145266797
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,8186799;-6,146839715
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,8179181;-6,146862096
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL , PADEMANGAN JAKARTA UTARA;106,8175004;-6,151448952
;01.337.994.6-092.000;JL. ANCOL 1 /9.10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,8187288;-6,156591087
;01.337.994.6-092.000;JL. ANCOL 1 /9-10. ANCOL, PADEMANGAN, JAKARTA UTARA;106,8173303;-6,150219886
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKATA UTARA;106,812068;-6,134775236
317502000100603710;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera, Panunggangan Timur Pinang, Kota Tangerang, Banten;106,8207464;-6,18906099
;01.337.994.6-092.000;JL. ANCOL 1/9-10  ANCOL, PADEMANGAN JAKARTA UTARA;106,8223545;-6,15168
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,8210694;-6,151045618
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,8224588;-6,149327091
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,804357;-6,151500009
317301000301401410;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera, Panunggangan Timur Pinang, Kota Tangerang, Banten;106,8207464;-6,18906099
317401000100902340;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera, Panunggangan Timur Pinang, Kota Tangerang, Banten;106,8207464;-6,18906099
317404001100201490;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera, Panunggangan Timur Pinang, Kota Tangerang, Banten;106,8207464;-6,18906099
317403000602002070;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera, Panunggangan Timur Pinang, Kota Tangerang, Banten;106,8207464;-6,18906099
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,801558;-6,151311554
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,8200019;-6,161183445
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,8495125;-6,186751899
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,8079643;-6,155929959
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,7753318;-6,2666505
;01.337.994.6-092.000;JL. ANCOL 1/9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,8122776;-6,25534804
;;;106,7992095;-6,1704914
;01.337.994.6-092.000;JL. ANCOL 1/9-10 ANCOL, PADEMANGAN JAKARTA UTARA;106,8234023;-6,204857542
;01.337.994.6-092.000;JL. ANCOL 1/9 -10, ANCOL, PADEMANGAN JAKARTA UTARA;106,8337161;-6,219129949
;02.672.972.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA TANGERANG;106,7358437;-6,1429429
;013362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8031194;-6,29313125
;01.337.994.6-092.000;JL. ANCOL 1/9 -10, ANCOL, PADEMANGAN JAKARTA UTARA;106,8472756;-6,139394017
;02.672.927.7-451.001;KP KADU RT 003 RW 001 , BUNDER/CIKUPA , TANGERANG;106,6905002;-6,1332997
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7813802;-6,2375422
;01.337.994.6-092.000;JL. ANCOL 1 /9-10, ANCOL, PADEMANGAN, JAKARTA UTARA;106,782727;-6,201284551
;01.337.994.6-092.000;JL. ANCOL 1/9-10, ANCOL, PADEMANGAN JAKARTA UTARA;106,8240269;-6,210414269
;01.337.994.6-092.000;JL. ANCOL 1/9 - 10, ANCOL, PADEMANGAN JAKARTA UTARA;106,7449263;-6,124298423
;01.337.994.6-092.000;JL. ANCOL 1/9-10,ANCOL, PADEMANGAN JAKARTA UTARA.;106,7667973;-6,128400454
;01.337.994.6-092.000;JL .ANCOL 1/9 - 10 ANCOL, PADEMANGAN, JAKARTA UTARA;106,7736493;-6,138841139
;01.337.994.6-092.000;JL. ANCOL 1/9 -10, ANCOL , PADEMANGAN JAKARTA UTARA;106,8002416;-6,15078802
;01.337.994.6-092.000;JL. ANCOL 1/9-10, ANCOL, PADEMANGAN JAKARTA UTARA;106,7831104;-6,119651429
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7202044;-6,1808482
317103100200301000;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8295422;-6,337169751
317103100401400000;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,8391848;-6,315362399
317101000102505000;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang Banten;106,7508475;-6,243220959
31710100060020000;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera, Panunggangan Timur Pinang, Kota Tangerang, Banten;106,7837357;-6,206880916
317107000601300000;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera, Panunggangan Timur Pinang, Kota Tangerang, Banten;106,8461632;-6,220183979
317101000501201450;13362389054000;GEDUNG ALFA TOWER Lantai 12 Jalan Jalur Sutera Barat Kav. 9 Alam Sutera, Panunggangan Timur Pinang, Kota Tangerang, Banten;106,7928101;-6,228763665
;02.672.927.7-451.001;KP. KADU RT 003 RW 001, BUNDER/CIKUPA, TANGERANG;106,7587497;-6,1755651
;02.672.927.7-451.001;KP. KADU RT 003 RW 001, BUNDER/CIKUPA, TANGERANG;106,7662865;-6,1696605
;02.672.927.7-451.001;KP. KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7024916;-6,1774165
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA, TANGERANG;106,7244941;-6,1265814
;02.672.927.7-451.001;KP. KADU RT 003 RW 001, BUNDER/CIKUPA, TANGERANG;106,7942932;-6,1744457
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7988594;-6,1850096
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8029892;-6,1807682
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA, TANGERANG;106,7319609;-6,2000426
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7526241;-6,2402284
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,824846;-6,3182972
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7945984;-6,2512116
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8148579;-6,30023
;01.337.994.6-092.000;JL. ANCOL I 9-10 KEL. ANCOL, KEC. PADEMANGAN, JAKARTA UTARA;106,7841656;-6,206832641
;01.337.994.6-092.000;JL. ANCOL 1 9-10, KEL. ANCOL, KEC. PADEMANGAN, JAKARTA UTARA;106,78465;-6,22313
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,815655;-6,3449358
;01.337.994.6-092.000;JL. ANCOL I 9-10, KEL. ANCOL, KEC. PADEMANGAN, JAKARTA UTARA;106,79141;-6,22073
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8112999;-6,318184
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA, TANGERANG;106,8151205;-6,2468008
;01.337.994.6-092.000;JL. ANCOL I 9-10, KEL. ANCOL, KEC. PADEMANGAN, JAKARTA UTARA;106,7780416;-6,250403493
;01.337.994.6-092.000;JL. ANCOL I 9-10, KEL. ANCOL, KEC. PADEMANGAN, JAKARTA UTARA;106,7736301;-6,288978248
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8436693;-6,2129084
;01.337.994.6-092.000;JL. ANCOL I 09-10 , KEL. ANCOL , KEC. PADEMANGAN, JAKARTA UTARA;106,8590269;-6,222950275
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8431873;-6,215478
;01.337.994.6-092.000;JL. ANCOL I 9-10, KEL. ANCOLM KEC. PADEMANGAN, JAKARTA UTARA;106,8629627;-6,225315325
;01.337.994.6-092.000;JL. ANCOL I 9-10 , KEL. ANCOL, KEC. PADEMANGAN, JAKARTA UTARA;106,8456863;-6,239352867
;01.337.994.6-092.000;JL. ANCOL I 9-10, KEL. ANCOL, KEC. PADEMANGAN, JAKARTA UTARA;106,8545955;-6,242287175
;01.337.994.6-092.000;JL. ANCOL I 9-10, KEL. ANCOL, KEC. PADEMANGAN, JAKARTA UTARA;106,8389093;-6,148705741
;01.337.994.6-092.000;JL. ANCOL I 9-10, KEL. ANCOL, KEC. PADEMANGAN, JAKARTA UTARA;106,8323866;-6,149039618
;01.337.994.6-092.000;JL. ANCOL I 9-10, KEL. ANCOL, KEC. PADEMANGAN, JAKARTA UTARA;106,8340536;-6,165710032
;01.337.994.6-092.000;JL. ANCOL I 9-10, KEL. ANCOL, KEC. PADEMANGAN, JAKARTA UTARA;106,8440638;-6,190165822
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDERS/CIKUPA , TANGERANG;106,8088502;-6,3296551
;01.337.994.6-092.000;JL ANCOL 1/9-10, ANCOL, PADEMANGAN JAKARTA UTARA;106,8031893;-6,198346473
;01.337.994.6-092.000;JL. ANCOL 1/9-10, ANCOL, PADEMANGAN JAKARTA UTARA;106,8307937;-6,148290561
;;;106,8380215;-6,2843364
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7733696;-6,2530144
;01.337.994.6-092.000;JL. ANCOL 1/9 -10, ANCOL, PADEMANGAN JAKARTA UTARA;106,807942;-6,163351411
;01.337.994.6-092.000;JL. ANCOL 1/9-10,ANCOL,PADEMANGAN JAKARTA UTARA;106,824636;-6,161945621
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8213283;-6,2265753
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,8242927;-6,324879
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7837686;-6,2285789
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,838679;-6,2801185
;02.672.927.7-451.001;KP KADU RT 003 RW 001, BUNDER/CIKUPA , TANGERANG;106,7791593;-6,1386814
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8767339;-6,3488372
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8835365;-6,3194662
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,857871;-6,3238136
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8896053;-6,1160047
;02.672.927.7-451.001;KP KADU RT 003 RW 001 BUNDER/CIKUPA , TANGERANG;106,880938;-6,1149864
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,856868;-6,161432
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8717278;-6,1764944
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8672159;-6,1662846
;02.672.927.7-451.001;KP KADU RT 003 RW 001,BUNDER/CIKUPA , TANGERANG;106,8845558;-6,3473019
;026279277451001;Kp Kadu RT 003/001 Bunder Cikupa Tangerang;106,92375;-6,12513
;84.503.770.4-416.000;GEDUNG ALFA TOWER LT 28, Jl. Jalur Sutera Bar. No.Kav. 7, RW.9, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;106,8123805;-6,2169346
;84.503.770.4-416.000;GEDUNG ALFA TOWER LT. 28 ,Jl. Jalur Sutera Bar. No.Kav. 7, RW.9, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;106,8086337;-6,2262746
;84.503.770.4-416.000;GEDUNG ALFA TOWER LT.28 ,Jl. Jalur Sutera Bar. No.Kav. 7, RW.9, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;106,7925036;-6,2925551
;02.672.927.7-451.001;KP KADU 003/001 , BUNDER/CIKUPA , TANGERANG;106,9060392;-6,125697
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA ,TANGERANG;106,8212514;-6,3392602
;02.672.927.7-451.001;KP KADU 003/001, BUNDER/CIKUPA , TANGERANG;106,7948606;-6,2467136
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA , TANGERANG;106,8849675;-6,2232286
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA , TANGERANG;106,8554245;-6,2835626
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA , TANGERANG;106,918505;-6,220493
;02.672.927.7-451.000;KP KADU 003/001, BUNDER/CIKUPA , TANGERANG;106,9000438;-6,2175864
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA, TANGERANG;106,866132;-6,2498585
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA,TANGERANG;106,8565347;-6,3398738
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA ,TANGERANG;106,8976183;-6,1980039
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA ,TANGERANG;106,8684609;-6,2881998
;02.672.927.7-451.001;KP KADU 003/001, BUNDER/CIKUPA , TANGERANG;106,7874996;-6,1894123
;84.503.770.4-416.000;GEDUNG ALFA TOWER LT.28 ,Jl. Jalur Sutera Bar. No.Kav. 7, RW.9, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;106,8168234;-6,2243217
;02.672.927.7-451.001;KP KADU 003/001, BUNDER/CIKUPA TANGERANG;106,7184388;-6,1485392
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA, TANGERANG;106,9353576;-6,2048064
;02.672.927.7-451.001;KP KADU 003/001, BUNDER/CIKUPA, TANGERANG;106,9592324;-6,182893
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA , TANGERANG;106,9555441;-6,1971117
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA , TANGERANG;106,8334548;-6,346026
;02.672.927.7-451.001;KP KADU 003/001, BUNDER/CIKUPA ,TANGERANG;106,8267921;-6,2067283
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA, TANGERANG;106,8248712;-6,3463889
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA, TANGERANG;106,8690578;-6,2204834
;84.503.770.4-416.000;GEDUNG ALFA TOWER LT.28, Jl. Jalur Sutera Bar. No.Kav. 7, RW.9, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;106,9250161;-6,2303627
;84.503.770.4-416.000;GEDUNG ALFA TOWER LT.28, Jl. Jalur Sutera Bar. No.Kav. 7, RW.9, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;106,8903831;-6,3403392
;84.503.770.4-416.000;GEDUNG ALFA TOWER LT.28, Jl. Jalur Sutera Bar. No.Kav. 7, RW.9, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;106,8646148;-6,2622111
;84.503.770.4-416.000;GEDUNG ALFA TOWER LT.28, Jl. Jalur Sutera Bar. No.Kav. 7, RW.9, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;106,8125197;-6,1636474
;84.503.770.4-416.000;GEDUNG ALFA TOWER LT, 28 ,Jl. Jalur Sutera Bar. No.Kav. 7, RW.9, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;106,8316383;-6,1376175
;84.503.770.4-416.000;GEDUNG ALFA TOWER LT.28, Jl. Jalur Sutera Bar. No.Kav. 7, RW.9, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;106,8766881;-6,1779826
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA , TANGERANG;106,9091579;-6,252683
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA ,TANGERANG;106,9015227;-6,3285597
;02.672.927.7-451.001;KP KDAU 003/001.BUNDER/CIKUPA , TANGERANG;106,9348373;-6,1695006
;02.672.927.7-451.001;KP KADU 003/001, BUNDER/CIKUPA , TANGERANG;106,8903221;-6,3400212
;02.672.927.7-451.001;KP KADU 003/001, BUNDER/CIKUPA , TANGERANG;106,877079;-6,3225334
;02.672.927.7-451.001;KP KADU 003/001 ,BUNDER/CIKUPA , TANGERANG;106,8504357;-6,3265528
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA , TANGERANG;106,8210862;-6,3040172
;210364048005001;Koperasi jasa marga bakti, JL. Dukuh VI Rt 08/02 Kel Dukuh, Kramat jati;106,8786311;-6,290898818
;02.672.927.7-451.001;KP KADU 003/001,BUNDER/CIKUPA , TANGERANG;106,8055687;-6,2723066
;02.672.927.7-451.001;KP KADU 003/001, BUNDER/CIKUPA ,TANGERANG;106,8334594;-6,264828
3175040003011;013362389054000;Gedung Alfa Tower Lantai 12 Jl. Jalur Sutera Barat Kav.9 Alam Sutera Panunggangan Timur Pinang Kota Tangerang;107,1546303;-6,3122997
317502000102701540;013379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8551236;-6,141961743
;210364048072001;APT. THAMRIN RESIDENCE BLOK RTD/LG/D. 17-18;106,8174218;-6,196920111
317502000602601570;210364048011000;Graha familymart  lT 3A&5, JL. Setiabudi selatan Kav. 10;106,8903072;-6,141387181
317501100302311200;210364048011000;Graha Familymart Lt 3A&5, JL. Setiabudi Selatan Kav. 10;106,8321126;-6,138587108
;210364048011000;Graha Familymart Lt. 3A & 5 , JL. Setiabudi Selatan Kav. 10;106,8968204;-6,152369039
;210364048041001;JL. Pluit Selatan Raya No. 1;106,7892564;-6,12770491
317106000100200840;210364048063002;MENARA STANDARD CHARTERED , JL. PROF. DR. SATRIO NO. 164;106,8188943;-6,217793758
317106000200904260;210364048011000;Graha Familymart Lt 3A & 5, JL. Setiabudi Selatan Kav. 10;106,8245824;-6,230488324
;210364048011000;Graha Familymart LT. 3A & 5, JL. Setiabudi selatan Kav. 10;106,8811922;-6,222577023
3173010005007003330;210364048072003;JL. MH .THAMRIN KAV. 8-9;106,8227624;-6,198393734
317103000100609060;210364048011000;Graha Familymart Lt 3A & 5 , JL. Setiabudi Selatan KAV. 10;106,8106504;-6,290578003
317403100100811370;210364048011000;Graha Familynart LT 3A&5 , JL. Setiabudi Selatan Kav. 10;106,7981712;-6,200337968
;026279277451001;;106,7586734;-6,207596424
317503100202501600;13379946092000;Jl. Ancol I/9-10 Kel. Ancol Kec. Pademangan Jakarta Utara;106,8987767;-6,149067948
;026279277451001;Kp. Kadu RT 003/001 Bunder Cikupa Tangerang;106,7351971;-6,184611532
;210364048077001;WISMA GKBI, JL. JEND. SUDIRMAN KAV. 28;106,8129258;-6,217334418
317104000500300330;210364048014005;GD. CAPITAL PLACE;106,8202781;-6,232411686
317402000201400110;210364048011000;Graha Familymart Lt 3A & 5 , JL. Setiabudi selatan Kav. 10;106,7309198;-6,172532784
317402000201208270;210364048011000;Graha Familymart Lt 3A & 5, JL. Setiabudi Selatan Kav. 10;106,7288129;-6,138550688
